house_number,hhcount,hh_income,latitude,longitude,household_sample_size
6931,5,15,8255440.105407769,718127.140004824,5
6932,3,50000,8255335.358598732,719368.8332067598,3
6933,6,50000,8256002.879616336,717946.3518871668,6
6934,6,40000,8256302.53767823,717766.0974870026,6
6935,4,50000,8255583.920629187,719161.9628585052,4
6936,4,200000,8255951.440035864,718774.2251193353,4
6937,3,40,8254923.609812232,719083.3674205823,3
6938,5,60000,8255710.204512352,717820.670533868,5
6939,3,30,8255560.605933465,717597.9711228404,3
6940,8,120000,8255524.899083727,719411.33232529,8
6941,5,60000,8255432.027993432,719360.3216066603,5
6942,8,120000,8255285.379427378,719397.539973218,8
6943,3,30,8255302.163000413,719378.9123568311,3
6944,4,80,8255412.335313063,719058.9944066133,4
6945,3,25000,8255543.424966459,718071.1582927199,3
6946,6,100,8255444.480017662,718921.973092906,6
6947,6,150000,8254945.692285209,718952.7947527474,6
6948,3,55000,8256474.156757606,717994.8953917695,3
6949,8,100,8255092.6255497765,718129.8757304018,8
6950,4,120000,8256380.486607693,717827.3930408517,4
6951,6,200,8257362.887532237,717898.5166779595,6
6952,8,75000,8255513.855575945,718947.0199043904,8
6953,7,1000,8256029.203723636,718659.7216781279,7
6954,2,70000,8256148.8114100965,718020.4819614724,2
6955,3,40000,8255914.0867904555,718459.6552148359,3
6956,3,50,8255939.610683572,717689.8981304574,3
6957,4,40000,8255307.912012675,718143.834205859,4
6958,8,100,8255874.032082572,718659.7130076673,8
6959,5,20000,8256587.64638575,717988.1995097202,5
6960,8,120000,8256118.54290822,718473.8598139847,8
6961,5,100,8255707.407604855,718903.239021616,5
6962,13,50000,8255549.93380677,718935.8372123786,13
6963,4,80,8256403.514459266,717716.1255781879,4
6964,4,120000,8254900.761133026,718782.4833168173,4
6965,3,50000,8255290.435350658,719599.0980155233,3
6966,4,30,8256885.847848933,717824.5547052606,4
6967,5,200,8254454.080427091,718488.501716291,5
6968,5,200,8256137.949752517,718607.3449618979,5
6969,5,20000,8255489.315450987,719498.5402779815,5
6970,6,35000,8255482.547149116,719047.7016327685,6
6971,5,30000,8256424.385042513,717560.346185042,5
6972,6,50000,8255168.460007677,718825.8646430962,6
6973,7,1000,8255499.193886509,719087.9583653158,7
6974,10,15000,8255676.321941295,717460.0189663629,10
6975,3,60000,8256189.363415752,717857.0420005489,3
6976,3,34000,8256182.174144542,718486.2367050214,3
6977,6,25000,8257101.9172190875,717989.7954218145,6
6978,8,75000,8255619.397574315,719155.2697859271,8
6979,6,100,8256595.856569377,717808.2133275124,6
6980,8,100,8257074.740141356,718075.1426657477,8
6981,5,60000,8255385.804616835,719545.512935392,5
6982,6,100,8254892.759870979,718709.4146487236,6
6983,8,75000,8255630.202389482,717855.2948951862,8
6984,5,100,8257106.045424063,718025.838453872,5
6985,4,200000,8256748.51097068,717933.5920170635,4
6986,4,200000,8256532.246448172,718153.8591436747,4
